id,article,highlights
0059bb8b2718a83dfffa071bfbc6b49c2bc0ed13,"(CNN) -- ""Kingdoms of Amalur: Reckoning"" hopes to be the next big, addictive role-playing video game, and its creators are putting an emphasis on ""big"" with a wide-ranging environment and a deep story line. But did they take on more than they were prepared to do? Big Huge Games studio general manager Sean Dunn was working in Los Angeles and content with his lifestyle there when he got a call about working on ""Reckoning."" After seeing what the project and the people were all about, he decided to head east to Baltimore and join the team there. ""This is a passionate and competitive group who want to take on Beth Soft (Bethesda Softworks),"" Dunn said. ""This team stayed together despite being bought and sold by Microsoft and THQ before being bought by 38 Studios. These people believe in what they are doing."" Dunn said the new ""Reckoning"" game contains more than 10 novels' worth of back story from best-selling fantasy author R.A. Salvatore, 45,000 to 50,000 lines of dialogue, the artistic vision of Todd McFarlane and the gaming vision of Ken Rolston. But his team of 110 people was tasked with bringing all that creative energy to life. Lead combat designer Joe Quadara, who worked on games for Crystal Dynamics and Sony Computer Entertainment America (SCEA), said he was skeptical at first about whether the Big Huge Games team could make a game as big as it envisioned. ""It started hitting its stride about the sixth month, in where it was 'We are making a huge game, and it's going to be great,' "" Quadara told CNN. ""Once we all convinced ourselves that we were actually doing it, we stopped looking at if we could do things or not and just started building everything."" The goal, Quadara said, was to make a fantastic role-playing game (RPG) that had a great action game built inside. He explained there were constant battles internally on balancing those two types of gaming while still presenting a cohesive story. ""There's this weird conglomerate of taking the best minds of the RPG group and taking the best minds of the action group and seeing how we could put those together,"" he said. ""The engine itself is a full-on action game, fighting game engine, but it's also a full-on RPG game engine and puts all those hooks into each other."" If trying to design hundreds of weapons with different hit effects and back stories for combat was a challenge, trying to express 10,000 years of history in the game seemed nearly overwhelming for art director Tim Coman. He likened it to riding a bike down a hill. ""You stop worrying about pedaling and just keep moving,"" Coman said. ""You just take each individual step as it's coming and focus on 'We're going to get this done, going to get this done.' "" ""There's a depth there that you know walking in, you're going to be building lots and lots of stuff,"" he added. ""Ken Whitman is our lead effects artist, and he's fantastic. He and I would have conversations daily. How do we push this, yet try to find something that is familiar enough to people so they get it?"" Coman's artistic team had debates about what was going to be represented, how it would appear visually and whether it was even needed. Eventually, the decisions came down to creating a huge, open world to appeal to gamers' sense of exploration. ""R.A. (Salvatore) came up with a line that we've repeated around here: 'If you want people to save the world, you have to give them a world worth saving.' For us, we wanted to put all that in there so that the players that really are RPG fanatics can see this is a real-deal RPG. And [for] the people that are action-game players, it is a real-deal action game."" Both Coman and Quadara admit they don't know how deep the rabbit hole goes when talking about the depth of ""Reckoning."" ""Take the blue pill,"" Coman said while laughing. ""Don't even get me started on the quests, because there is so much lore, over 10 novels' worth of writing, just in the game itself,"" Quadara added. ""The dialogue is so huge. Each person has so much that they've contributed to this game that there is no way one person could fit it all in their head."" However, they were able to fit it all on one disk. ""Kingdoms of Amalur: Reckoning"" is available for the PlayStation 3, Xbox 360 and PC. It is rated M for Mature because of blood and gore, intense violence and suggestive themes.","New ""Reckoning"" game has more than 10 novels in back story from writer R.A. Salvatore .
Artistic team wanted a creation that appealed to a gamer's sense of exploration .
""Kingdoms of Amalur: Reckoning"" is available for PlayStation 3, Xbox 360 and PC ."
005a250b7a98f9a5b26906b62279940b050cf8c8,"A curry house has been fined £3,000 after two dead mice were discovered next to a sack of onions. Health inspectors also found rodent droppings in the kitchen and food stored inside a dirty shed when they visited Khans Tandoori and Balti Takeaway in Portsmouth, Hampshire. The kitchen sink was also dry and had no soap and the staff toilet was in a poor condition, while layers of dirt, grease and debris had built up in the areas where food was handled and stored. Khans Tandoori and Balti Takeaway in Portsmouth, Hampshire, has been fined £3,000 after these dead mice were discovered next to a sack of onions . Magistrates ordered the restaurant to pay a £1,800 fine, £1,117 in costs and a £36 victim surcharge, after owner of Harold Southsea Ltd, admitted five charges under hygiene legislation on behalf of the takeaway. Health officer Christopher Larkin from Portsmouth City Council had discovered the dead mice on sticky boards that had been put out to catch the vermin when he visited the restaurant last July. Staff were forced to close the restaurant to make emergency repairs, and it was only allowed to reopen once the kitchen had been cleaned and disinfected, and the food moved out of the lean-to shed. Other improvements were also made. Magistrates ordered the restaurant (pictured) to pay a £1,800 fine, £1,117 in costs and a £36 victim surcharge, after owner of Harold Southsea Ltd, admitted five charges under hygiene legislation on behalf of the takeaway . Inspectors found that the kitchen sink was dry and had no soap, while the staff toilet was in a poor condition . 'Food hygiene is of prime importance and we cannot allow poor standards and behaviour like this,' said Alan Cufley, head of environmental health at the Portsmouth City Council. 'When problems are found, we try to work with businesses to help them improve, but if necessary we will take appropriate action, including prosecution, to protect the public.' The restaurant admitted failing to maintain the premises in good repair, failing to maintain them in a clean condition, failing to protect food from risk of contamination, failing to protect the kitchen from pest entry, and failing to control pests. These bags of cleaning products were discovered when inspectors visited the takeaway in July last year . Mr Khan, who owns the takeaway, said: 'It's been cleaned up. Basically we have done everything that's required. 'We have been trying to improve it for the future. We have never had it this bad before. 'We have taken measures to have a clean kitchen.' Council environment chief Robert New said: 'There's just no excuse for mice to be in kitchens. 'It has been a priority since I took over. It's about protecting the public.' He added there has been a change of strategy at the council, with officers now tackling 'medium to bad' offenders as a priority, rather than looking at each restaurant in turn. Health inspectors also found food being stored inside this dirty shed. The takeaway was forced to close, and could only reopen once the restaurant had been cleaned, and the food removed from the lean-to . Mouse droppings were found on the floor of the kitchen, and in a goods store used by staff .","Rodent droppings found in the Khans Tandoori and Balti Takeaway kitchen .
Food was being stored in a dirty shed, and the kitchen sink had no soap .
Dead mice were discovered on sticky boards intended to catch them .
Takeaway fined after owner admitted hygiene charges on its behalf ."
005a56d12cf2c1335c83e387ded82fc61eac780e,"'Vindicated': Stephen Perry has been cleared of seven sexual offences . An insurance boss accused of hiring attractive teenage girls to ogle and grope has been cleared of seven sexual offences. Stephen Perry denied sexually assaulting two 17-year-olds when they worked for him at his Rotherham business throughout a trial at Sheffield Crown Court. The 58-year-old widow was today found not guilty of seven sexual offences against the two women but admitted some of his behaviour 'could have been taken in the wrong way'. rothe . Speaking after the case, Mr Perry said he felt 'vindicated' by the outcome of the trial. 'I feel I have been vindicated. These allegations were unfounded and I told the police as much. 'I am a friendly man and one of them described me as a fatherly figure which is about right. I encouraged a friendly, relaxed atmosphere at work and they misconstrued things.' The insurance chief added he would not hire teenagers to work at his firm in the future. 'I have made the decision like Lionel Blair once said that I'm not going to work with children any more. 'I now employ two 45-year-old women in the office who work for me.' During the trial it was alleged Mr Perry told recruitment managers to hire 'cracking' young women and that he liked employees 'young and fresh'. Sean Kilbride, who supplied candidates to the business, told jurors Mr Perry had instructed him: ''If they’re cracking, they’ll get the job, you know what I mean,' before adding he liked employees 'young and fresh'. 'He told me he was looking for 16 and 17-year-olds, preferably a girl,' Mr Kilbride said. One of the women alleged he grabbed her from behind while she was bent over in front of a filing cabinet, while the other claimed she felt 'uncomfortably' with the 'touchy, feely' boss. 'He was eyeing me up and down. I felt uncomfortable. I was trying to shrug it off, it was disgusting. He had his tongue out and was staring at me . 'He said: ""Don’t ever come to work in a skirt and glasses because I will not be held responsible for my actions if we are left alone.""' Mr Perry denied the allegations, insisting he had a 'fatherly' relationship with the two women and that there was no sexual motive behind his behaviour towards them. Jurors at Sheffield Crown Court (above) took just 40 minutes to clear the 58-year-old widow of all charges . Accused of putting his hands over one of the girl's faces so that she would not see what was on his computer screen, he said: 'I don’t know where that’s come from.' Both were 17 when they worked for Mr Perry in 2012 and 2013. They were sent to the company where they earned £100-a-week as apprentice clerks, but quit after a few months. During their interviews the women claimed Mr Perry quizzed them on whether or not they had boyfriends and 'oohed' at one woman's bottom in the office. On one occasion one of the women claimed he grabbed her from behind and 'rubbed' his crotch against her. This was strong denied by Mr Perry throughout. Jurors took 40 minutes to clear him of all seven charges brought. Speaking after the trial, the widow said: 'In hindsight I probably did say things that could have been taken the wrong way,' adding he 'may have comforted' one of the women in 'a fatherly manner' by patting her bottom. The only other contact was when he put his hands on one of their shoulders while she was working at a computer to poke fun at her height, he said. Mr Perry admitted to observing one of the women had 'big' breasts but did not touch them, and says he may have 'touched' her thigh instead of slapping it as accused. She was hired, he insisted, on the basis of her CV but that he once had to tell her off for coming to work in what he thought was an inappropriate blouse. At the time of the alleged assaults, Mr Perry's wife was dying of cancer, it was heard.","Stephen Perry has been found not guilty of seven sexual offences .
The 58-year-old was accused of 'ogling' and 'groping' teenage employees .
Sheffield Crown Court told he asked recruiters for 'cracking young girls'
Jurors took just 40 minutes to clear the widow of all charges this afternoon .
'Vindicated' boss said behaviour 'may have been taken in wrong way'"
005acf7ab98656d8a9df9cc305cf0de84545b35a,"Not since Wimbledon has Andy Murray played 40 minutes of tennis as nerve shredding as this passage that came on a Parisian lunchtime, the conclusion of which saw him squeeze through to the last 16 of the French Open. Resuming at 7-7 against world No 24 Philipp Kohlschreiber he needed to draw on all his Grand Slam experience to eke out a 3-6 6-3 6-3 4-6 12-10 victory that took two days to complete and 247 minutes on the court. Murray fired home a backhand return winner on his second match point when he finally managed to prise open the highly-skilled German who, if anything, had looked the slightly better player on the resumption. Appreciation: Andy Murray thanks the crowd after winning a nerve-shredding five setter at Roland Garros . Epic: Murray overcame Kohlschreiber 12-10 in the fifth set of their French Open third round match . Going for it: Kohlschreiber pushed Murray all the way in their match, which resumed at 7-7 in the fifth set . Great Scot: Murray is a study of concentration as he plays a backhand on Saturday night . 'I didn’t sleep much, I kept waking . up, I was ready to play at five o’ clock this morning,' said the . Wimbledon champion, who will now face the hugely powerful Spanish . left-hander Fernando Verdasco on Monday. Murray . had begun with an assured service game and Kohlschreiber responded in . kind. The first match point of the day came at 9-8 after he took . advantage of a net cord to fire a forehand winner down the line. The . 27-year-old Scot got into the rally but was forced back and the German . saved himself by firing home an overhead smash that must have taken an . age to drop out of the sky. Kohlschreiber . had generally served more consistently while Murray struggled to find . his first delivery again, as he had done the whole match. But when the . world No 24 created a break point at 9-9 the Wimbledon champion . responded with a vicious swinger that his opponent could do nothing . about. Tense: Murray shows his emotion after hitting a blistering backhand to end the match after 247 minutes . Achilles heel: Murray struggled with his first serve, landing just 48 per cent . Flying high: A pigeon soars into shot as Murray crushes a backhand in Paris . Despondent: Germany's Kohlschreiber reacts during his devastating loss at the clay court major . No 1 fan: Murray's girlfriend Kim Sears cheers for the Scot on his way to a dramatic victory . On the whole it  was . the German hitting far deeper and more aggressively and Murray’s best . play tended to come when he was scrambling deep around the court’s . recesses. Murray missed six out of eight first serves at 10-10 but just . about managed to hold on. At . 11-10 Kohlschreiber, who had been finding lines and corners with . impressive regularity while Murray generally landed it shorter in the . court, finally cracked. He pushed two groundstrokes wide and then at . 15-40 dropped in a short second serve which his opponent pounced upon . and drove forcefully into the corner. It . was not especially pretty or elegant but he is into the second week, . drawing on what separates champions from excellent all round players . like the crestfallen German.","Play resumed in the third-round French Open match on Sunday .
Match was suspended on Saturday night at 3-6, 6-3, 6-3, 4-6, 7-7 .
Murray claimed the match on his second match point, 12-10 in the fifth .
The epic five-setter ended after 247 minutes of time on court .
He now meets Spain's Fernando Verdasco in the fourth round ."
005b8761aacb2354318700e781da8e3a70796617,"By . Damien Gayle . A Palestinian man was arrested today in connection with the murders of three Israeli teenagers as warplanes hammered 10 targets in Gaza. Soldiers swooped on a home just after midnight in the West Bank city of Hebron, where Israeli forces have concentrated their search for the killers. The arrest came after protests over the apparent revenge killing of a Palestinian teenager spread yesterday from Jerusalem to Arab towns in northern Israel. Scroll down for video . An Israeli military vehicle patrols the West bank city of Hebron this morning, around the same time that soldiers arrested a Palestinian man in connection with the murders of three Jewish teenagers killed near the city . The man arrested in connection with the murder of the Jewish teenagers was identified by his family as Hossam Dufesh, the Associated Press reports. The Israeli Defence Force would not elaborate on the arrest . An American teenager - the cousin of the murdered Palestinian boy - who was beaten and detained by police during the protests in east Jerusalem was today brought before an Israeli court. Overnight, Israeli airstrikes targeted what the Israelis claimed were rocket launchers and a weapons workshop in the Gaza Strip, after 29 rockets and mortars were fired into Israeli territory. Relations between Israel and Palestine have been tense since Eyal Yifrach, 19, and 16-year-olds Gilad Shaar and Naftali Frenkel were abducted on June 12, leading to a massive Israeli military operation in Palestinian areas. They were later found dead in a shallow grave, a discovery quickly followed by the the apparent revenge killing of a Palestinian boy, Mohammed Abu Khdeir, who was snatched from his home in East Jerusalem. His burned body was found in a forest. Palestinian officials said a post-mortem indicated the 16-year old had been burned alive. Israeli police say they are still investigating the killing of Mohammed Abu Khdeir, but Palestinians say Israeli extremists murdered him to avenge the deaths of the three Israelis. The three Israeli seminary students (from L-R) Naftali Fraenkel, 16, who also holds U.S. citizenship, Gil-Ad Shaer, 16, and Eyal Yifrah, 19, whose killings have sparked the current round of violence . The man arrested in connection with the murder of the Jewish teenagers was identified by his family as Hossam Dufesh, the Associated Press reports. His arrest came as violence spread from Jerusalem to Arab communities across northern Israel, with with hundreds of people throwing rocks and fire bombs at police who responded with tear gas and stun grenades. Police spokeswoman Luba Samri said police had arrested 22 Israeli Arabs. Unlike Palestinians in the West Bank and Gaza Strip, Israeli Arabs hold citizenship rights, but still face discrimination from the 'Jewish State'. Even so, violent riots like those that occurred yesterday are rare. Clashes had mostly subsided by early this morning, but the situation remained tense. U.S. citizen Tariq Abu Khdeir, left, 15, was beaten by police when he was arrested on Thursday after a protest over the murder of his cousin, Mohammed Abu Khdeir, 16, right, became a violent clash with Israeli police . Police today asked a Jerusalem court to extend the detention of 15-year-old U.S. citizen Tariq Abu Khdeir, who was badly beaten by police during the clashes. He is the cousin of murdered Palestinian teenager Mohammed Abu Khdeir. His parents say their son, who goes to school in Florida, was the last person with Mohammed shortly before he was snatched. They said Tariq left Mohammed to eat before the Ramadan fast began at dawn Wednesday, and Mohammed was seized shortly afterward. The feared Israeli border police charge at Israeli Arab protesters during clashes in Ar'Ara, northern Israel . Police said Tariq Abu Khdeir resisted arrest, attacked officers, and was captured with a slingshot for lobbing stones. Abu Khdeir's face was masked in a keffiyeh, an Arab headscarf that some Palestinian protesters wore during the clashes to conceal their identity, police added. He was detained along with six other protesters, police said, including some armed with knives, adding that several officers were hurt in that specific protest, one of many that day. Amateur video of what Tariq's father Salah said was the beating aired on a local television station, and he said he could recognize his son from his clothing. Pictures of the boy taken after his arrest showed his face badly swollen. The U.S. State Department said it was 'profoundly troubled' by reports of his beating and demanded an investigation. Israel's Justice Ministry quickly launched a formal investigation.","Palestinian held after police swoop on his home in West Bank City of Hebron .
Hossam Dufesh identified as the man arrested by his family .
Arrest comes as violent protests spread across Israeli Arab towns .
U.S. Palestinian teenager Tariq Abu Khdeir appears before Israeli court .
His cousin was snatched and burned alive in lynching on Wednesday ."
005d4294912831a4a6d30fbaab0a50e1d0d72072,"The body of a man, who is believed to have been murdered up to two weeks ago, has been found in large esky by police. Homicide detectives made the discovery at a house in Edmonton in far north Queensland on Wednesday. Local 32-year-old man, David Hickson, was arrested and charged with murder and interfering with a corpse at the Cairns Magistrates Court on Thursday. Scroll down for video . David Hickson, 32, was charged with murder and interfering with a corpse at the Cairns Magistrates Court (pictured) on Thursday after police found a man's body in an esky . Hickson is believed to have known and regularly associated with the victim, who is yet to be publicly identified by police, according to the ABC. It's believed the victim had recently moved to Cairns. Cairns Regional Crime Coordinator Detective Inspector Bruno Asnicar says information received about seven days ago led detectives to believe the dead man may have been missing and had possibly met with foul play. 'It's important to remember that he wasn't reported missing,' he told reporters in Cairns on Thursday. Homicide detectives made the discovery at a house in Edmonton in far north Queensland . 'This has come to the attention of the Cairns detectives and something we've followed up because we believe there was some suspicious circumstances.' He wouldn't divulge the information police had, but said the two men knew each other. Det Insp Asnicar says police were investigating the possibility the dead man's body was moved. He urged anyone who saw or heard anything suspicious, such as an 'unusual' looking vehicle or 'sounds of violence,' in the Edmonton area over the past two to seven days to come forward. Hickson is due to reappear in court on December 17. Sorry we are not currently accepting comments on this article.","Police believe the victim may have been murdered up to two week ago .
David Hickson, 32, was arrested and charged with murder and interfering with a corpse on Thursday .
He is believed to have known and regularly associated with the victim, who is yet to be publicly identified ."
005d650be8cfb6db3eee51d92188ac64509eb59c,"The Ospreys opened their Champions Cup campaign in emphatic fashion by posting a bonus point 42-7 victory over outclassed Liberty Stadium visitors Treviso. Wales fly-half Dan Biggar ran the show, kicking 17 points and orchestrating Ospreys' best attacking moments as full-back Dan Evans touched down twice, while wing Jeff Hassler, scrum-half Rhys Webb and number eight Dan Baker also scored tries. Treviso wing Ludovico Nitoglia scored a late consolation try, converted by former Worcester and Wasps fly-half Joe Carlisle, but there was little for the Italians to cheer on another dismal European occasion for them. Dan Evans scores his second, and Osprey's fifth, try of the match in what was a routine win over Treviso . It meant the unbeaten Guinness PRO12 leaders took early charge of Pool Five, teeing up nicely next Saturday's clash against reigning Aviva Premiership champions Northampton at Franklin's Gardens. Saints will start as favourites - they beat Ospreys twice in last season's Heineken Cup - but Biggar and company can head to the East Midlands confident of making an impression. The only worrying note on an otherwise routine afternoon was Wales autumn squad hopeful Baker being carried off midway through the second period after suffering what appeared to be a neck injury. There was a 10-minute stoppage while Baker received attention from medics. Dan Biggar ran the show, kicking 17 points and orchestrating Ospreys' best attacking moments . Treviso, back in Swansea little more than a month after they suffered a 44-13 PRO12 defeat against the Ospreys, were soon under pressure when Biggar sparked a brilliant counter-attack from deep inside home territory. And although Treviso halted that move, two successful Biggar penalties during the opening eight minutes hinted at a long shift to come for the lowest-ranked team in this season's competition. There was a fluency about Ospreys' play and after Biggar completed his penalty hat-trick inside 13 minutes, their opening try arrived shortly afterwards following strong set-piece play, slick handling and a neat Biggar pass than sent Hassler over. Biggar added the conversion, and Ospreys were well on their way to a potential bonus-point victory, leading 16-0 early in the second quarter of a one-sided encounter. Dan Baker was carried off midway through the second period after suffering what appeared to be a neck injury . Treviso's cause was not helped by the loss through injury of captain Antonio Pavanello, and they were then temporarily reduced to 14 players when Pavanello's replacement Marco Fuser was sin-binned by French referee Pascal Gauzere for pulling down a maul deep inside his team's 22. Ospreys then kept up the pressure, and Webb sniped his way over for a sixth try in seven starts this term - form that suggests he will strongly challenge Mike Phillips to wear the Wales number nine shirt against opening autumn Test series opponents Australia on November 8 - and Biggar's conversion made it 23-0. The Ospreys forwards looked to maintain their grip in the second period, and their dominance led to a further Treviso indiscretion that saw substitute prop Salesi Manu yellow-carded, which as with Fuser's caution cost the visitors dear. Justin Tipuric of Ospreys is tackled by Treviso's Italian No 8 Alessandro Zanni . Within a minute of Manu's exit, the Ospreys struck for their third try when Evans grounded possession underneath a pile of bodies, and Biggar's conversion left Treviso 30 points adrift with more than 30 minutes remaining. The bonus-point try arrived with just 54 minutes gone as Treviso's defence found itself scattered to all parts, enabling Baker to enjoy an unopposed run-in before Biggar maintained his 100 per cent success rate by landing a seventh successful kick from seven attempts. Baker's injury did not noticeably disrupt the Ospreys' rhythm, and their fifth try arrived 17 minutes from time following a sharp break and a superbly-timed scoring pass by the impressive Webb to an unmarked Evans. Treviso showed plenty of commitment and desire, despite the scoreline, but their technical, tactical and skill limitations mean it will be a major surprise if they win a European game this season, especially as their other pool opponents are Northampton and Racing Metro. With the game long done as a contest, Ospreys head coach Steve Tandy had all eight of his substitutes on well before the end, including Wales internationals Justin Tipuric, Aaron Jarvis and Duncan Jones, but he knows the European campaign is about to crank up considerably as Northampton lie in wait.","Ospreys beat Treviso 42-7 in their Champions Cup opener .
Dan Biggar kicked 17 points and played well throughout .
Dan Evans, Jeff Hassler, Rhys Webb and Dan Baker all scored tries ."
005ed10e2fa927c69aa9d881c51ccca9ce2c789c,"Outgoing Iowa Democratic Sen. Tom Harkin, who said just a few weeks ago that Republican Senate candidate Joni Ernst was ""wrong for the state of Iowa,"" has changed his tune. Harkin, who was an ardent supporter of Democratic Congressman Bruce Braley in the race to succeed him, sees promise in Ernst as she prepares to represent the Hawkeye state for the next six years. ""I think she has the potential to be one, yes,"" Harkin told reporters in typical ""Iowa nice"" fashion on Capitol Hill, when asked if Ernst would be a good senator. They all have the potential when they come here. I think maybe some of the statements she's made in the past -- I don't know -- you know people grow, people grow into jobs. I'll give her the benefit of the doubt."" The senator got into hot water while campaigning against her when he compared Ernst's looks to Taylor Swift as the race came to a close, though he's apparently shaken off the results. ""Obviously I was disappointed that Bruce Braley didn't get elected. Fine guy, great congressman, but hey, that's the breaks of elections, right?"" he said. Ernst beat Braley by eight points in the midterms earlier this month. Her win was a key seat Republicans needed to take the majority in the upper chamber. Harkin did reach out to Ernst on election night to congratulate her for running a ""great campaign"" but didn't offer any other details. Asked for advice he would give Ernst as he concludes his 40-year career in Washington, Harkin said ""if you want to be a good senator, when you come here, forget about the headlines, learn the rules, try to get on good committees, and think about the long term -- about what you can do for your state, for Iowa, in the long term because things don't happen overnight around here. You gotta start thinking about what you want to do that may take you four or five or six years or even beyond to get accomplished.""","Iowa Democratic Sen. Tom Harkin is retiring at the end of his term .
He'll be replaced by Republican Sen.-elect Joni Ernst .
Harkin, who backed Ernst's opponent, said she could turn out to be a good senator ."
005fd0fe0dda2d0e94cc8279b91cef2c0fb4a704,"By . Claire Ellicott . A young patient who died of dehydration at a leading teaching hospital phoned police from his bed because he was so thirsty, an inquest heard yesterday. Officers arrived at Kane Gorny's bedside, but were told by nurses that he was in a confused state and were sent away. The keen footballer and runner, 22, died of dehydration a few hours later. Hospital: Kane Gorny, 22, pictured with his mother Rita, needed drugs to regulate his hormone levels after successfully beating brain cancer. However, during a hospital stay nurses forgot to give him his medication . A coroner had such grave concerns about the case that she referred it to police. Yesterday an inquest was told how Mr . Gorny died after blunders and neglect by 'lazy and careless' medical . staff at St George's Hospital in Tooting, South London. His mother Rita Cronin, a civil . servant told Westminster Coroner's Court that staff tutted at her and . repeatedly refused to listen to her concerns that her son hadn't been . given vital medication. At one point he became so desperate . and upset that staff sedated and restrained him – and on the night . before his death, his mother said, he was not checked on by medical . staff, despite being in a room on his own. Following his death, a nurse allegedly . inquired whether the family, from Balham, South-West London, was . 'finished' and asked a matron in front of them whether she could 'bag . him up'. Mr Gorny, who worked in Waitrose and . was training to be a locksmith and shoe repairer, had survived a . malignant brain tumour in 2008. Inquest: Rita Cronin, left, and Kane's father Peter Gorny arriving at their son's inquest. Rita told the court she had tried to convince the staff at the hospital her son needed urgent attention but they insisted he was alright . The cancer affected his pituitary . gland, which controls the body's mechanisms, such as fluid levels. Part . of his treatment included a course of steroids to regulate the fluid . levels in his body. These drugs, however, weakened his bones and he was . in hospital for a routine hip replacement. Doctors told him that, without regular medication to control his fluid levels, he would die. When he arrived at hospital for the . hip operation, nurses assured the family they would give him his . medication and said: 'Don't worry, he's in good hands – we'll look after . him.' But, despite the repeated reminders . and insistence by both Mr Gorny and his family, staff failed to give him . the tablets and he became severely dehydrated after being refused . water. In an interview with the Daily Mail in . 2010, Miss Cronin said of the nurses who treated him: 'They were lazy, . careless and hadn't bothered to check his charts and see his medication . was essential. He was totally dependent on the nurses to help him and . they totally betrayed him.' Yesterday Miss Cronin told the inquest . she received a distressed phone call from her son on May 27, 2009, in . which he told her he'd called the police because he was so desperate for . a drink. Help: Police raced to St George's Hospital in Tooting, south London (pictured) but were turned away by staff . She then went to the hospital where . she found him 'confused and angry', shouting at staff and behaving in an . uncharacteristically abusive manner. Despite this, one doctor asked if he . was 'coming off the booze' and another asked if he was 'always like . this'. Miss Cronin said: 'He sounded really, really distressed. He said . ""They won't give me anything to drink"". 'He also said ""I've called the . police. You better get here quickly: they're all standing around the bed . getting their stories straight"".' When Miss Cronin arrived, she . recalled: 'They weren't doing anything. They seemed out of their depth. It felt like the two locum doctors were nervous about calling anyone . more senior than them.' The inquest heard Mr Gorny was . restrained by security guards and sedated with strong medication to calm . him down. Later, he was put into a side room and left alone. Miss Cronin said she sat in his room . for three hours the night before he died without a single nurse checking . on him or giving him vital medicine. 'He was starting to enjoy his life . again, even though he had pains in his hip.' Kane's mother Rita Cronin . She said she told a nurse who walked . past the room that Mr Gorny had not had his medication.  When Miss . Cronin volunteered to return to the hospital should he wake, another . nurse allegedly told her: 'You don't need to do that. If he makes noise, . I'll close the door and then he won't wake everyone up.' She added: 'I later realised that her comment was unbelievable but I was so distraught that it didn't register.' The morning of her son's death, May . 28, 2009, Miss Cronin arrived at the hospital early to find him . delirious with swollen lips and a swollen tongue. She recalled: 'I then heard three . nurses outside his room and I said: ""There's something wrong with my . son. He doesn't look right."" 'The nurse said to me ""He had a good night. There's nothing wrong with him and he's just had breakfast and a chat with us."" 'I thought: ""How could he have had breakfast? There's no evidence (of breakfast)."" 'The nurse carried on her handover then I interrupted again and said: “He's not right.” 'The other nurse then tutted and said: . ""She's already told you he had a good night."" And with that the three . of them walked off.' Miss Cronin said she then noticed that . her son hadn't been given his medication because the packet was still . on the table by his bed. She told the locum doctor about her concerns, but the doctor said it wouldn't do him any harm. A doctor doing the rounds then checked . on Mr Gorny. Miss Cronin said: 'He took one look at him then he started . calling to everyone “Get in there quickly”. 'It suddenly dawned on me he hasn't . had his medication, hasn't had his bloods done, nobody's given him a . drink, nobody's bothered to put his drip back on him. 'Nobody's done anything since yesterday afternoon when he became aggressive.' She said there was a 'flurry of . activity' and everyone 'had a very sad look on their face' as they . battled to save her son's life. Miss Cronin said: 'The main doctor came . out and you could tell he was really angry. He said: “You need to go and . see your son. He's dying.” The couple then found their son lying . in blood and fluid-soaked sheets and a nurse came in and asked them to . help her to change them. The same nurse later came into the matron's . office and asked whether they were 'finished', adding: 'Can I bag him . up?' The death certificate said Mr Gorny died of a 'water deficit' and 'hypernatraemia' – a medical term for dehydration. Mr Gorny had radiotherapy and . chemotherapy following his diagnosis of brain cancer. He was eventually . given the all-clear and led a normal life until his mother noticed he . was having trouble with his hip. As he waited for the surgery, his life started to return to normal. 'He was out and about like everybody else,' said Miss Cronin yesterday. 'I always used to make him take his . tablets for the next morning, just in case he stayed at a friend's house . – and he knew the importance of his medication. We all did. 'He was starting to enjoy his life . again, even though he had pains in his hip. He was upset he was having a . hip replacement - he was worried he would be in a wheelchair when he . was 50.' Nurses at the hospital were said to have been offered counselling as a result of Mr Gorny's death. The inquest continues. The case is still being considered by the Crown Prosecution Service.","Nurses forgot to give Kane Gorny his medication and he became so delirious he called 999 .
His mother said she spent hours trying to convince staff he needed attention but was told he was alright .
Alarm finally raised an hour before his death when a doctor realised how serious his condition was ."
00611a031b1863643d38a007ed01ce5f40e88c79,"(CNN) -- Tour de France race director Christian Prudhomme has confirmed the 2013 race -- the centenary edition -- will start on the French island of Corsica. Corsica, which lies off the southern French coast, will host the first three stages of the race from Porto-Vecchio to Calvi, the first time the Tour has ever visited. Prudhomme told AFP: ""For the hundredth edition of the race, we wanted to go somewhere new, somewhere spectacular. ""In Corsica, we have all of that. We have everything in place for an enchanting start to the race,"" he added. The opening 201.5km stage from Porto-Vecchio to Bastia is likely to favor the sprinters, while the 153km second stage from Bastia to Ajaccio, is expected to see the climbers come to the fore. The third stage is relatively short, just 145km from Ajaccio to Calvi. Every French region has hosted a stage of the Tour but the race has never previously crossed over to Corsica, the birthplace of Napoleon Bonaparte, for logistical reasons. The 2012 Tour de France will begin in the Belgian city of Liege on June 30.","The 2013 Tour de France will start from the French island of Corsica .
Three stages will be held on the island, the first time the Tour has visited .
2013 marks the 100th edition of the biggest cycle race in the world ."
